YY,MM,DD,DISC
2019,09,23,3440
2019,09,24,3220
2019,09,25,2910
2019,09,26,2620
2019,09,27,2500
2019,09,28,2380
2019,09,29,2320
2019,09,30,2430
2019,10,01,3730
2019,10,02,4800
2019,10,03,4550
2019,10,04,5110
2019,10,05,5880
2019,10,06,6920
2019,10,07,7370
2019,10,08,6990
2019,10,09,6400
2019,10,10,6050
2019,10,11,6060
2019,10,12,6690
2019,10,13,7270
2019,10,14,7230
2019,10,15,6740
2019,10,16,6060
2019,10,17,5550
2019,10,18,5050
2019,10,19,4550
2019,10,20,4150
2019,10,21,4080
2019,10,22,8410
2019,10,23,10200
2019,10,24,9850
2019,10,25,8870
2019,10,26,8230
2019,10,27,7860
2019,10,28,7370
2019,10,29,6870
2019,10,30,6360
2019,10,31,5720
2020,06,01,1140
2020,06,02,1130
2020,06,03,1170
2020,06,04,1030
2020,06,05,994
2020,06,06,955
2020,06,07,923
2020,06,08,926
2020,06,09,1800
2020,06,10,2260
2020,06,11,2620
2020,06,12,3040
2020,06,13,2700
2020,06,14,2340
2020,06,15,2020
2020,06,16,1750
2020,06,17,1650
2020,06,18,1550
2020,06,19,1400
2020,06,20,1230
2020,06,21,1100
2020,06,22,1070
2020,06,23,871
2020,06,24,935
2020,06,25,998
2020,06,26,909
2020,06,27,874
2020,06,28,887
2020,06,29,733
2020,06,30,735
2020,07,01,750
2020,07,02,780
2020,07,03,730
2020,07,04,583
2020,07,05,578
2020,07,06,540
2020,07,07,506
2020,07,08,531
2020,07,09,881
2020,07,10,912
2020,07,11,990
2020,07,12,854
2020,07,13,757
2020,07,14,731
2020,07,15,769
2020,07,16,838
2020,07,17,861
2020,07,18,1170
2020,07,19,1800
2020,07,20,2490
2020,07,21,2350
2020,07,22,2360
2020,07,23,2830
2020,07,24,2750
2020,07,25,2480
2020,07,26,2210
2020,07,27,2020
2020,07,28,1840
2020,07,29,1570
2020,07,30,1360
2020,07,31,1130
2020,08,01,1100
2020,08,02,985
2020,08,03,916
2020,08,04,852
2020,08,05,731
2020,08,06,750
2020,08,07,705
2020,08,08,755
2020,08,09,1220
2020,08,10,1750
2020,08,11,1640
2020,08,12,1810
2020,08,13,1500
2020,08,14,1480
2020,08,15,1590
2020,08,16,2440
2020,08,17,2740
2020,08,18,2260
2020,08,19,1860
2020,08,20,1610
2020,08,21,1410
2020,08,22,1320
2020,08,23,1280
2020,08,24,1170
2020,08,25,1280
2020,08,26,1070
2020,08,27,1010
2020,08,28,1010
2020,08,29,1010
2020,08,30,895
2020,08,31,987
2020,09,01,948
2020,09,02,927
2020,09,03,1050
2020,09,04,1060
2020,09,05,936
2020,09,06,774
2020,09,07,913
2020,09,08,786
2020,09,09,718
2020,09,10,729
2020,09,11,729
2020,09,12,717
2020,09,13,720
2020,09,14,636
2020,09,15,598
2020,09,16,572
2020,09,17,604
2020,09,18,634
2020,09,19,617
2020,09,20,504
2020,09,21,470
2020,09,22,534
2020,09,23,545
2020,09,24,616
2020,09,25,615
2020,09,26,580
2020,09,27,529
2020,09,28,542
2020,09,29,588
2020,09,30,702
2020,10,01,748
2020,10,02,676
2020,10,03,688
2020,10,04,679
2020,10,05,687
2020,10,06,682
2020,10,07,740
2020,10,08,741
2020,10,09,745
2020,10,10,744
2020,10,11,696
2020,10,12,899
2020,10,13,1170
2020,10,14,1180
2020,10,15,1440
2020,10,16,1570
2020,10,17,1730
2020,10,18,1720
2020,10,19,1590
2020,10,20,1640
2020,10,21,1580
2020,10,22,1580
2020,10,23,1590
2020,10,24,1540
2020,10,25,1540
2020,10,26,1450
2020,10,27,1440
2020,10,28,1360
2020,10,29,1350
2020,10,30,1360
2020,10,31,1380
2021,06,01,1600
2021,06,02,1510
2021,06,03,1420
2021,06,04,1320
2021,06,05,1230
2021,06,06,1150
2021,06,07,1050
2021,06,08,1050
2021,06,09,959
2021,06,10,905
2021,06,11,913
2021,06,12,909
2021,06,13,842
2021,06,14,769
2021,06,15,758
2021,06,16,652
2021,06,17,662
2021,06,18,689
2021,06,19,686
2021,06,20,699
2021,06,21,705
2021,06,22,604
2021,06,23,453
2021,06,24,506
2021,06,25,498
2021,06,26,512
2021,06,27,510
2021,06,28,500
2021,06,29,514
2021,06,30,533
2021,07,01,551
2021,07,02,519
2021,07,03,478
2021,07,04,437
2021,07,05,449
2021,07,06,452
2021,07,07,449
2021,07,08,450
2021,07,09,432
2021,07,10,366
2021,07,11,319
2021,07,12,314
2021,07,13,323
