YY,MM,DD,WTMP
2013,6,5,5.63
2013,6,6,5.6
2013,6,7,5.56
2013,6,8,5.55
2013,6,9,5.7
2013,6,10,6.23
2013,6,11,6.67
2013,6,12,6.81
2013,6,13,7.2
2013,6,14,8.29
2013,6,15,9.24
2013,6,16,9.84
2013,6,17,10.18
2013,6,18,10.28
2013,6,19,10.3
2013,6,20,10.34
2013,6,21,10.63
2013,6,22,10.91
2013,6,23,10.96
2013,6,24,11.01
2013,6,25,11.23
2013,6,26,11.54
2013,6,27,11.75
2013,6,28,11.83
2013,6,29,11.92
2013,6,30,11.93
2013,7,1,12.57
2013,7,2,14.32
2013,7,3,15.25
2013,7,4,15.44
2013,7,5,16.22
2013,7,6,17.0
2013,7,7,16.09
2013,7,8,15.85
2013,7,9,16.0
2013,7,10,16.08
2013,7,11,16.05
2013,7,12,16.29
2013,7,13,16.44
2013,7,14,16.43
2013,7,15,17.2
2013,7,16,18.0
2013,7,17,18.36
2013,7,18,18.59
2013,7,19,18.78
2013,7,20,18.2
2013,7,21,17.5
2013,7,22,17.19
2013,7,23,16.92
2013,7,24,17.06
2013,7,25,17.0
2013,7,26,16.71
2013,7,27,16.18
2013,7,28,16.01
2013,7,29,16.06
2013,7,30,16.51
2013,7,31,16.67
2013,8,1,16.7
2013,8,2,16.83
2013,8,3,17.17
2013,8,4,17.58
2013,8,5,17.93
2013,8,6,18.12
2013,8,7,18.28
2013,8,8,18.27
2013,8,9,18.18
2013,8,10,18.13
2013,8,11,18.17
2013,8,12,18.22
2013,8,13,17.85
2013,8,14,17.68
2013,8,15,17.88
2013,8,16,18.06
2013,8,17,17.93
2013,8,18,17.68
2013,8,19,17.35
2013,8,20,17.8
2013,8,21,18.42
2013,8,22,18.75
2013,8,23,18.81
2013,8,24,19.05
2013,8,25,19.58
2013,8,26,20.03
2013,8,27,20.47
2013,8,28,20.64
2013,8,29,20.82
2013,8,30,20.71
2013,8,31,20.59
2013,9,1,19.95
2013,9,2,19.37
2013,9,3,18.88
2013,9,4,18.22
2013,9,5,17.72
2013,9,6,17.88
2013,9,7,17.79
2013,9,8,17.45
2013,9,9,17.1
2013,9,10,16.69
2013,9,11,16.43
2013,9,12,16.2
2013,9,13,16.13
2013,9,14,16.07
2013,9,15,15.87
2013,9,16,15.7
2013,9,17,15.66
2013,9,18,15.6
2013,9,19,15.48
2013,9,20,15.37
2013,9,21,15.25
2013,9,22,15.19
2013,9,23,15.1
2013,9,24,15.07
2013,9,25,15.05
2013,9,26,15.04
2013,9,27,14.94
2013,9,28,14.87
2013,9,29,14.85
2013,9,30,14.92
2013,10,1,14.95
2013,10,2,14.86
2013,10,3,14.67
2013,10,4,14.25
2013,10,5,13.69
2013,10,6,13.25
2013,10,7,13.05
2013,10,8,12.98
2013,10,9,13.09
2013,10,10,13.04
2013,10,11,13.01
2013,10,12,12.76
2013,10,13,12.61
2013,10,14,12.47
2013,10,15,12.37
2013,10,16,12.27
2013,10,17,11.97
2013,10,18,11.74
2013,10,19,11.47
2013,10,20,11.2
2013,10,21,10.94
2013,10,22,10.64
2013,10,23,10.46
2013,10,24,10.19
2013,10,25,9.95
2013,10,26,9.85
2013,10,27,9.64
2013,10,28,9.37
2013,10,29,9.18
2013,10,30,9.04
2013,10,31,8.75
2014,6,1,6.58
2014,6,2,7.73
2014,6,3,8.29
2014,6,4,8.97
2014,6,5,8.55
2014,6,6,7.49
2014,6,7,6.73
2014,6,8,6.6
2014,6,9,7.07
2014,6,10,7.8
2014,6,11,7.82
2014,6,12,7.57
2014,6,13,7.49
2014,6,14,7.67
2014,6,15,8.21
2014,6,16,8.74
2014,6,17,9.02
2014,6,18,9.38
2014,6,19,9.48
2014,6,20,10.01
2014,6,21,10.87
2014,6,22,11.66
2014,6,23,12.31
2014,6,24,12.69
2014,6,25,12.53
2014,6,26,12.39
2014,6,27,12.57
2014,6,28,13.96
2014,6,29,15.72
2014,6,30,16.51
2014,7,1,16.63
2014,7,2,15.62
2014,7,3,15.68
2014,7,4,15.53
2014,7,5,15.55
2014,7,6,15.35
2014,7,7,15.42
2014,7,8,15.48
2014,7,9,15.51
2014,7,10,15.54
2014,7,11,15.56
2014,7,12,15.66
2014,7,13,15.77
2014,7,14,15.71
2014,7,15,15.36
2014,7,16,15.15
2014,7,17,15.65
2014,7,18,15.95
2014,7,19,16.25
2014,7,20,16.7
2014,7,21,17.16
2014,7,22,16.35
2014,7,23,16.1
2014,7,24,16.53
2014,7,25,16.94
2014,7,26,17.29
2014,7,27,16.84
2014,7,28,16.18
2014,7,29,16.2
2014,7,30,16.16
2014,7,31,16.48
2014,8,1,17.08
2014,8,2,17.41
2014,8,3,17.96
2014,8,4,18.37
2014,8,5,18.72
2014,8,6,18.86
2014,8,7,18.91
2014,8,8,19.16
2014,8,9,19.54
2014,8,10,19.66
2014,8,11,19.59
2014,8,12,19.58
2014,8,13,19.71
2014,8,14,19.9
2014,8,15,20.15
2014,8,16,20.19
2014,8,17,19.92
2014,8,18,19.54
2014,8,19,18.66
2014,8,20,17.84
2014,8,21,18.25
2014,8,22,18.32
2014,8,23,18.21
2014,8,24,18.1
2014,8,25,17.97
2014,8,26,17.74
2014,8,27,17.8
2014,8,28,17.78
2014,8,29,17.79
2014,8,30,17.85
2014,8,31,17.95
2014,9,1,18.03
2014,9,2,18.08
2014,9,3,18.06
2014,9,4,17.95
2014,9,5,17.8
2014,9,6,17.72
2014,9,7,17.61
2014,9,8,17.45
2014,9,9,17.2
2014,9,10,16.58
2014,9,11,15.8
2014,9,12,15.27
2014,9,13,14.8
2014,9,14,14.34
2014,9,15,13.96
2014,9,16,13.77
2014,9,17,13.8
2014,9,18,13.84
2014,9,19,13.77
2014,9,20,13.71
2014,9,21,13.76
2014,9,22,13.88
2014,9,23,14.09
2014,9,24,14.26
2014,9,25,14.6
2014,9,26,14.89
2014,9,27,15.25
2014,9,28,15.63
2014,9,29,15.45
2014,9,30,14.88
2014,10,1,14.11
2014,10,2,13.35
2014,10,3,12.92
2014,10,4,12.35
2014,10,5,11.92
2014,10,6,11.68
2014,10,7,11.31
2014,10,8,10.9
2014,10,9,10.48
2014,10,10,10.53
2014,10,11,10.59
2014,10,12,10.53
2014,10,13,10.61
2014,10,14,10.87
2014,10,15,10.89
2014,10,16,10.82
2014,10,17,10.64
2014,10,18,10.46
2014,10,19,10.33
2014,10,20,10.35
2014,10,21,10.34
2014,10,22,10.32
2014,10,23,10.41
2014,10,24,10.52
2014,10,25,10.39
2014,10,26,10.12
2014,10,27,9.82
2014,10,28,9.36
2014,10,29,8.79
2014,10,30,8.39
2014,10,31,8.15
2015,6,1,8.72
2015,6,2,8.75
2015,6,3,8.95
2015,6,4,9.45
2015,6,5,9.91
2015,6,6,9.85
2015,6,7,9.9
2015,6,8,10.3
2015,6,9,10.59
2015,6,10,10.34
2015,6,11,9.71
2015,6,12,8.66
2015,6,13,7.87
2015,6,14,7.56
2015,6,15,7.12
2015,6,16,6.85
2015,6,17,6.9
2015,6,18,7.06
2015,6,19,7.28
2015,6,20,7.4
2015,6,21,9.3
2015,6,22,11.52
2015,6,23,13.88
2015,6,24,15.52
2015,6,25,15.82
2015,6,26,15.9
2015,6,27,16.57
2015,6,28,16.6
2015,6,29,16.41
2015,6,30,16.29
2015,7,1,16.6
2015,7,2,17.26
2015,7,3,17.81
2015,7,4,18.13
2015,7,5,18.08
2015,7,6,17.93
2015,7,7,17.87
2015,7,8,17.92
2015,7,9,18.04
2015,7,10,18.51
2015,7,11,19.31
2015,7,12,19.92
2015,7,13,19.85
2015,7,14,19.77
2015,7,15,19.61
2015,7,16,19.48
2015,7,17,19.26
2015,7,18,19.07
2015,7,19,19.2
2015,7,20,19.46
2015,7,21,19.74
2015,7,22,20.34
2015,7,23,20.98
2015,7,24,21.23
2015,7,25,21.38
2015,7,26,21.97
2015,7,27,22.22
2015,7,28,22.01
2015,7,29,21.44
2015,7,30,20.97
2015,7,31,20.49
2015,8,1,19.91
2015,8,2,19.36
2015,8,3,18.2
2015,8,4,16.96
2015,8,5,16.08
2015,8,6,16.13
2015,8,7,15.95
2015,8,8,15.61
2015,8,9,15.76
2015,8,10,15.83
2015,8,11,16.16
2015,8,12,16.29
2015,8,13,17.32
2015,8,14,19.04
2015,8,15,19.02
2015,8,16,19.47
2015,8,17,18.33
2015,8,18,17.09
2015,8,19,16.2
2015,8,20,15.19
2015,8,21,14.74
2015,8,22,14.7
2015,8,23,14.53
2015,8,24,14.32
2015,8,25,13.96
2015,8,26,13.78
2015,8,27,13.98
2015,8,28,14.46
2015,8,29,14.75
2015,8,30,15.02
2015,8,31,15.15
2015,9,1,15.62
2015,9,2,16.06
2015,9,3,16.33
2015,9,4,16.4
2015,9,5,16.39
2015,9,6,16.63
2015,9,7,16.86
2015,9,8,16.83
2015,9,9,16.35
2015,9,10,15.98
2015,9,11,15.75
2015,9,12,15.54
2015,9,13,15.6
2015,9,14,15.91
2015,9,15,16.46
2015,9,16,16.46
2015,9,17,16.12
2015,9,18,15.56
2015,9,19,15.24
2015,9,20,14.91
2015,9,21,14.7
2015,9,22,14.82
2015,9,23,14.81
2015,9,24,14.75
2015,9,25,14.69
2015,9,26,14.7
2015,9,27,14.84
2015,9,28,14.78
2015,9,29,14.08
2015,9,30,13.62
2015,10,1,13.31
2015,10,2,13.07
2015,10,3,12.96
2015,10,4,12.95
2015,10,5,12.99
2015,10,6,12.99
2015,10,7,12.75
2015,10,8,12.65
2015,10,9,12.56
2015,10,10,12.74
2015,10,11,12.91
2015,10,12,12.59
2015,10,13,12.26
2015,10,14,12.08
2015,10,15,11.83
2015,10,16,11.6
2015,10,17,11.41
2015,10,18,11.31
2015,10,19,11.3
2015,10,20,11.21
2015,10,21,11.19
2015,10,22,11.26
2015,10,23,11.21
2015,10,24,11.1
2015,10,25,11.01
2015,10,26,11.01
2015,10,27,10.99
2015,10,28,10.9
2015,10,29,10.74
2015,10,30,10.58
2015,10,31,10.51
2016,6,1,9.33
2016,6,2,9.85
2016,6,3,10.11
2016,6,4,10.25
2016,6,5,10.52
2016,6,6,10.58
2016,6,7,9.99
2016,6,8,10.0
2016,6,9,10.5
2016,6,10,10.85
2016,6,11,11.36
2016,6,12,11.37
2016,6,13,11.52
2016,6,14,11.96
2016,6,15,12.32
2016,6,16,12.59
2016,6,17,13.34
2016,6,18,14.19
2016,6,19,14.58
2016,6,20,13.66
2016,6,21,13.87
2016,6,22,14.25
2016,6,23,15.03
2016,6,24,15.36
2016,6,25,15.58
2016,6,26,15.64
2016,6,27,15.69
2016,6,28,15.66
2016,6,29,15.85
2016,6,30,16.43
2016,7,1,17.11
2016,7,2,17.9
2016,7,3,18.75
2016,7,4,19.46
2016,7,5,19.4
2016,7,6,19.79
2016,7,7,20.24
2016,7,8,19.42
2016,7,9,18.66
2016,7,10,18.14
2016,7,11,17.39
2016,7,12,16.9
2016,7,13,16.56
2016,7,14,16.86
2016,7,15,17.31
2016,7,16,17.44
2016,7,17,17.25
2016,7,18,17.18
2016,7,19,17.69
2016,7,20,18.28
2016,7,21,19.23
2016,7,22,19.53
2016,7,23,19.43
2016,7,24,19.14
2016,7,25,19.19
2016,7,26,19.35
2016,7,27,19.29
2016,7,28,19.2
2016,7,29,19.26
2016,7,30,19.4
2016,7,31,19.69
2016,8,1,19.97
2016,8,2,20.43
2016,8,3,21.14
2016,8,4,21.29
2016,8,5,20.74
2016,8,6,20.9
2016,8,7,21.19
2016,8,8,21.44
2016,8,9,21.76
2016,8,10,21.88
2016,8,11,21.8
2016,8,12,21.73
2016,8,13,21.71
2016,8,14,21.73
2016,8,15,21.78
2016,8,16,21.97
2016,8,17,22.23
2016,8,18,22.15
2016,8,19,21.78
2016,8,20,21.26
2016,8,21,21.01
2016,8,22,20.93
2016,8,23,20.85
2016,8,24,20.71
2016,8,25,20.48
2016,8,26,20.37
2016,8,27,20.21
2016,8,28,20.05
2016,8,29,20.35
2016,8,30,20.51
2016,8,31,20.36
2016,9,1,20.18
2016,9,2,20.0
2016,9,3,19.8
2016,9,4,19.54
2016,9,5,19.28
2016,9,6,19.42
2016,9,7,19.57
2016,9,8,19.4
2016,9,9,19.19
2016,9,10,18.94
2016,9,11,18.67
2016,9,12,18.28
2016,9,13,17.88
2016,9,14,17.58
2016,9,15,17.14
2016,9,16,16.99
2016,9,17,16.87
2016,9,18,16.82
2016,9,19,16.74
2016,9,20,16.26
2016,9,21,15.86
2016,9,22,15.41
2016,9,23,15.13
2016,9,24,15.12
2016,9,25,15.03
2016,9,26,14.65
2016,9,27,14.31
2016,9,28,14.04
2016,9,29,14.1
2016,9,30,14.2
2016,10,1,14.28
2016,10,2,14.27
2016,10,3,14.13
2016,10,4,13.85
2016,10,5,13.61
2016,10,6,13.3
2016,10,7,13.24
2016,10,8,13.12
2016,10,9,12.98
2016,10,10,12.92
2016,10,11,12.98
2016,10,12,12.87
2016,10,13,12.57
2016,10,14,12.18
2016,10,15,11.88
2016,10,16,11.76
2016,10,17,11.72
2016,10,18,11.68
2016,10,19,11.45
2016,10,20,11.15
2016,10,21,10.98
2016,10,22,10.98
2016,10,23,10.86
2016,10,24,10.63
2016,10,25,10.51
2016,10,26,10.5
2016,10,27,10.47
2016,10,28,10.44
2016,10,29,10.25
2016,10,30,10.05
2016,10,31,9.93
2017,6,1,6.39
2017,6,2,6.57
2017,6,3,7.02
2017,6,4,7.83
2017,6,5,8.88
2017,6,6,10.16
2017,6,7,11.52
2017,6,8,13.09
2017,6,9,14.02
2017,6,10,14.6
2017,6,11,15.32
2017,6,12,15.45
2017,6,13,14.09
2017,6,14,12.06
2017,6,15,12.5
2017,6,16,13.28
2017,6,17,13.57
2017,6,18,13.73
2017,6,19,13.73
2017,6,20,13.65
2017,6,21,14.07
2017,6,22,14.38
2017,6,23,14.78
2017,6,24,14.26
2017,6,25,13.4
2017,6,26,13.0
2017,6,27,13.14
2017,6,28,13.65
2017,6,29,13.35
2017,6,30,12.84
2017,7,1,13.05
2017,7,2,12.99
2017,7,3,12.64
2017,7,4,13.26
2017,7,5,14.48
2017,7,6,15.47
2017,7,7,15.97
2017,7,8,16.22
2017,7,9,16.59
2017,7,10,16.79
2017,7,11,17.03
2017,7,12,16.12
2017,7,13,15.94
2017,7,14,15.92
2017,7,15,15.89
2017,7,16,15.82
2017,7,17,16.22
2017,7,18,17.04
2017,7,19,17.78
2017,7,20,18.7
2017,7,21,19.32
2017,7,22,18.97
2017,7,23,18.69
2017,7,24,18.73
2017,7,25,19.15
2017,7,26,20.01
2017,7,27,20.44
2017,7,28,20.63
2017,7,29,20.96
2017,7,30,20.9
2017,7,31,20.4
2017,8,1,19.88
2017,8,2,19.43
2017,8,3,19.38
2017,8,4,19.23
2017,8,5,19.16
2017,8,6,19.19
2017,8,7,19.34
2017,8,8,19.4
2017,8,9,19.28
2017,8,10,19.34
2017,8,11,19.46
2017,8,12,19.68
2017,8,13,19.64
2017,8,14,19.44
2017,8,15,19.26
2017,8,16,19.07
2017,8,17,18.93
2017,8,18,18.9
2017,8,19,19.21
2017,8,20,19.19
2017,8,21,19.07
2017,8,22,18.78
2017,8,23,18.61
2017,8,24,18.54
2017,8,25,18.48
2017,8,26,18.62
2017,8,27,18.9
2017,8,28,19.14
2017,8,29,19.25
2017,8,30,19.19
2017,8,31,18.9
2017,9,1,18.75
2017,9,2,18.88
2017,9,3,19.03
2017,9,4,18.88
2017,9,5,18.32
2017,9,6,17.79
2017,9,7,17.36
2017,9,8,17.26
2017,9,9,17.2
2017,9,10,17.18
2017,9,11,17.34
2017,9,12,17.66
2017,9,13,18.04
2017,9,14,18.16
2017,9,15,17.99
2017,9,16,17.78
2017,9,17,17.62
2017,9,18,17.41
2017,9,19,17.49
2017,9,20,17.49
2017,9,21,17.46
2017,9,22,17.38
2017,9,23,17.34
2017,9,24,17.31
2017,9,25,17.29
2017,9,26,17.14
2017,9,27,17.09
2017,9,28,16.98
2017,9,29,16.86
2017,9,30,16.81
2017,10,1,16.67
2017,10,2,16.42
2017,10,3,16.18
2017,10,4,16.04
2017,10,5,15.86
2017,10,6,15.69
2017,10,7,15.56
2017,10,8,15.44
2017,10,9,15.15
2017,10,10,15.0
2017,10,11,14.84
2017,10,12,14.59
2017,10,13,14.25
2017,10,14,14.05
2017,10,15,13.82
2017,10,16,13.67
2017,10,17,13.62
2017,10,18,13.46
2017,10,19,13.26
2017,10,20,13.2
2017,10,21,13.25
2017,10,22,13.24
2017,10,23,13.23
2017,10,24,13.16
2017,10,25,12.98
2017,10,26,12.64
2017,10,27,11.62
2017,10,28,10.49
2017,10,29,9.99
2017,10,30,9.72
2017,10,31,8.92
2018,6,1,5.23
2018,6,2,4.87
2018,6,3,4.55
2018,6,4,4.09
2018,6,5,4.03
2018,6,6,3.73
2018,6,7,3.62
2018,6,8,3.85
2018,6,9,4.43
2018,6,10,4.94
2018,6,11,5.11
2018,6,12,5.12
2018,6,13,6.07
2018,6,14,7.72
2018,6,15,8.39
2018,6,16,8.35
2018,6,17,8.27
2018,6,18,8.48
2018,6,19,8.68
2018,6,20,8.91
2018,6,21,9.01
2018,6,22,8.86
2018,6,23,8.79
2018,6,24,8.87
2018,6,25,9.01
2018,6,26,9.02
2018,6,27,8.94
2018,6,28,9.29
2018,6,29,9.95
2018,6,30,10.47
2018,7,1,10.74
2018,7,2,11.54
2018,7,3,12.13
2018,7,4,12.82
2018,7,5,12.73
2018,7,6,12.93
2018,7,7,13.49
2018,7,8,13.82
2018,7,9,14.34
2018,7,10,15.21
2018,7,11,16.17
2018,7,12,16.79
2018,7,13,17.03
2018,7,14,17.16
2018,7,15,16.98
2018,7,16,16.94
2018,7,17,17.56
2018,7,18,18.4
2018,7,19,18.89
2018,7,20,18.9
2018,7,21,18.88
2018,7,22,19.03
2018,7,23,19.15
2018,7,24,19.34
2018,7,25,19.31
2018,7,26,19.27
2018,7,27,19.4
2018,7,28,20.08
2018,7,29,20.53
2018,7,30,20.57
2018,7,31,20.42
2018,8,1,20.43
2018,8,2,19.35
2018,8,3,18.05
2018,8,4,18.27
2018,8,5,18.3
2018,8,6,17.84
2018,8,7,18.26
2018,8,8,18.9
2018,8,9,19.64
2018,8,10,20.38
2018,8,11,20.61
2018,8,12,20.79
2018,8,13,20.81
2018,8,14,20.72
2018,8,15,20.84
2018,8,16,20.85
2018,8,17,20.72
2018,8,18,20.27
2018,8,19,19.94
2018,8,20,19.45
2018,8,21,19.21
2018,8,22,19.16
2018,8,23,19.12
2018,8,24,18.98
2018,8,25,18.78
2018,8,26,18.95
2018,8,27,18.95
2018,8,28,18.82
2018,8,29,18.73
2018,8,30,18.71
2018,8,31,18.83
2018,9,1,18.98
2018,9,2,19.04
2018,9,3,19.05
2018,9,4,18.92
2018,9,5,18.82
2018,9,6,18.82
2018,9,7,18.74
2018,9,8,18.51
2018,9,9,18.28
2018,9,10,18.19
2018,9,11,18.3
2018,9,12,18.38
2018,9,13,18.44
2018,9,14,18.42
2018,9,15,18.39
2018,9,16,18.38
2018,9,17,18.38
2018,9,18,18.08
2018,9,19,17.8
2018,9,20,17.47
2018,9,21,17.24
2018,9,22,16.94
2018,9,23,16.79
2018,9,24,16.52
2018,9,25,16.17
2018,9,26,15.99
2018,9,27,15.81
2018,9,28,15.55
2018,9,29,15.28
2018,9,30,15.16
2018,10,1,15.09
2018,10,2,14.81
2018,10,3,14.4
2018,10,4,14.26
2018,10,5,14.27
2018,10,6,14.22
2018,10,7,13.86
2018,10,8,13.21
2018,10,9,12.46
2018,10,10,11.82
2018,10,11,11.45
2018,10,12,11.33
2018,10,13,11.29
2018,10,14,11.01
2018,10,15,10.73
2018,10,16,10.68
2018,10,17,10.69
2018,10,18,10.67
2018,10,19,10.55
2018,10,20,10.22
2018,10,21,9.84
2018,10,22,9.6
2018,10,23,9.44
2018,10,24,9.33
2018,10,25,9.34
2018,10,26,9.36
2018,10,27,9.27
2018,10,28,9.06
2018,10,29,8.76
2018,10,30,8.59
2018,10,31,8.52
2019,6,1,6.3
2019,6,2,7.42
2019,6,3,7.94
2019,6,4,8.45
2019,6,5,8.92
2019,6,6,9.58
2019,6,7,9.99
2019,6,8,10.52
2019,6,9,10.68
2019,6,10,10.71
2019,6,11,10.48
2019,6,12,11.21
2019,6,13,11.48
2019,6,14,11.22
2019,6,15,11.12
2019,6,16,11.32
2019,6,17,11.54
2019,6,18,12.38
2019,6,19,12.92
2019,6,20,13.3
2019,6,21,13.26
2019,6,22,13.06
2019,6,23,13.07
2019,6,24,13.16
2019,6,25,13.21
2019,6,26,13.32
2019,6,27,13.57
2019,6,28,14.29
2019,6,29,15.29
2019,6,30,16.4
2019,7,1,17.49
2019,7,2,17.81
2019,7,3,17.17
2019,7,4,16.99
2019,7,5,17.47
2019,7,6,17.49
2019,7,7,17.46
2019,7,8,17.84
2019,7,9,18.38
2019,7,10,18.82
2019,7,11,19.07
2019,7,12,19.6
2019,7,13,20.16
2019,7,14,20.97
2019,7,15,21.41
2019,7,16,21.8
2019,7,17,21.69
2019,7,18,21.21
2019,7,19,21.21
2019,7,20,20.79
2019,7,21,20.21
2019,7,22,19.85
2019,7,23,20.1
2019,7,24,20.75
2019,7,25,20.96
2019,7,26,20.15
2019,7,27,19.13
2019,7,28,18.78
2019,7,29,18.25
2019,7,30,17.96
2019,7,31,18.48
2019,8,1,19.11
2019,8,2,19.47
2019,8,3,19.5
2019,8,4,19.45
2019,8,5,19.9
2019,8,6,20.0
2019,8,7,19.67
2019,8,8,19.1
2019,8,9,18.77
2019,8,10,18.68
2019,8,11,19.02
2019,8,12,19.3
2019,8,13,19.1
2019,8,14,18.96
2019,8,15,19.35
2019,8,16,19.65
2019,8,17,19.73
2019,8,18,19.34
2019,8,19,18.87
2019,8,20,18.53
2019,8,21,18.18
2019,8,22,18.07
2019,8,23,17.94
2019,8,24,17.96
2019,8,25,17.93
2019,8,26,17.61
2019,8,27,17.18
2019,8,28,16.64
2019,8,29,16.06
2019,8,30,15.39
2019,8,31,15.07
2019,9,1,14.34
2019,9,2,13.37
2019,9,3,12.19
2019,9,4,11.52
2019,9,5,12.29
2019,9,6,12.39
2019,9,7,12.6
2019,9,8,12.3
2019,9,9,11.81
2019,9,10,11.47
2019,9,11,11.08
2019,9,12,10.77
2019,9,13,10.28
2019,9,14,10.09
2019,9,15,10.46
2019,9,16,11.31
2019,9,17,12.69
2019,9,18,14.14
2019,9,19,14.96
2019,9,20,14.78
2019,9,21,14.0
2019,9,22,13.5
2019,9,23,13.33
2019,9,24,13.28
2019,9,25,13.22
2019,9,26,12.97
2019,9,27,12.78
2019,9,28,12.6
2019,9,29,12.53
2019,9,30,12.31
2019,10,1,12.07
2019,10,2,11.95
2019,10,3,11.73
2019,10,4,11.45
2019,10,5,11.27
2019,10,6,11.21
2019,10,7,11.25
2019,10,8,11.34
2019,10,9,11.44
2019,10,10,11.4
2019,10,11,11.25
2019,10,12,11.0
2019,10,13,10.72
2019,10,14,10.55
2019,10,15,10.49
2019,10,16,10.38
2019,10,17,10.31
2019,10,18,10.29
2019,10,19,10.21
2019,10,20,10.01
2019,10,21,9.87
2019,10,22,9.63
2019,10,23,9.43
2019,10,24,9.3
2019,10,25,9.27
2019,10,26,9.27
2019,10,27,9.13
2019,10,28,8.95
2019,10,29,8.59
2019,10,30,8.32
2019,10,31,8.2
2020,6,1,9.38
2020,6,2,9.34
2020,6,3,9.37
2020,6,4,9.57
2020,6,5,10.59
2020,6,6,10.63
2020,6,7,10.46
2020,6,8,10.45
2020,6,9,10.53
2020,6,10,10.83
2020,6,11,10.88
2020,6,12,10.61
2020,6,13,10.59
2020,6,14,10.54
2020,6,15,10.56
2020,6,16,10.96
2020,6,17,11.67
2020,6,18,12.51
2020,6,19,13.02
2020,6,20,13.85
2020,6,21,14.34
2020,6,22,15.04
2020,6,23,15.67
2020,6,24,16.13
2020,6,25,16.44
2020,6,26,16.93
2020,6,27,17.54
2020,6,28,17.75
2020,6,29,17.79
2020,6,30,17.94
2020,7,1,18.11
2020,7,2,18.59
2020,7,3,19.33
2020,7,4,19.52
2020,7,5,19.69
2020,7,6,19.8
2020,7,7,20.05
2020,7,8,20.14
2020,7,9,20.04
2020,7,10,19.96
2020,7,11,20.35
2020,7,12,20.84
2020,7,13,20.93
2020,7,14,20.72
2020,7,15,20.53
2020,7,16,20.4
