YY,MM,DD,WTMP
2012,10,10,8.67
2012,10,11,8.62
2012,10,12,8.58
2012,10,13,8.5
2012,10,14,8.12
2012,10,15,7.83
2012,10,16,7.89
2012,10,17,7.95
2012,10,18,7.75
2012,10,19,7.47
2012,10,20,7.48
2012,10,21,7.48
2012,10,22,7.52
2012,10,23,7.56
2012,10,24,7.43
2012,10,25,7.19
2012,10,26,6.93
2012,10,27,6.83
2012,10,28,6.74
2012,10,29,6.7
2012,10,30,6.65
2012,10,31,6.6
2013,6,1,3.19
2013,6,2,3.26
2013,6,3,3.32
2013,6,4,3.34
2013,6,5,3.38
2013,6,6,3.52
2013,6,7,3.54
2013,6,8,3.68
2013,6,9,3.66
2013,6,10,3.85
2013,6,11,4.33
2013,6,12,4.95
2013,6,13,5.82
2013,6,14,6.91
2013,6,15,7.82
2013,6,16,8.06
2013,6,17,6.44
2013,6,18,5.54
2013,6,19,5.51
2013,6,20,5.58
2013,6,21,5.66
2013,6,22,5.74
2013,6,23,6.04
2013,6,24,6.72
2013,6,25,7.92
2013,6,26,8.46
2013,6,27,8.78
2013,6,28,8.97
2013,6,29,9.11
2013,6,30,8.96
2013,7,1,8.61
2013,7,2,8.63
2013,7,3,9.73
2013,7,4,10.82
2013,7,5,12.43
2013,7,6,12.34
2013,7,7,11.56
2013,7,8,10.88
2013,7,9,10.46
2013,7,10,10.44
2013,7,11,10.85
2013,7,12,11.28
2013,7,13,12.06
2013,7,14,13.39
2013,7,15,14.81
2013,7,16,15.57
2013,7,17,16.33
2013,7,18,16.94
2013,7,19,17.31
2013,7,20,17.37
2013,7,21,16.66
2013,7,22,16.16
2013,7,23,16.0
2013,7,24,16.79
2013,7,25,17.34
2013,7,26,17.17
2013,7,27,16.61
2013,7,28,15.92
2013,7,29,15.62
2013,7,30,16.3
2013,7,31,16.37
2013,8,1,16.35
2013,8,2,16.55
2013,8,3,17.11
2013,8,4,17.47
2013,8,5,17.62
2013,8,6,17.83
2013,8,7,18.05
2013,8,8,18.06
2013,8,9,18.22
2013,8,10,18.74
2013,8,11,18.91
2013,8,12,18.98
2013,8,13,18.94
2013,8,14,18.98
2013,8,15,19.1
2013,8,16,19.31
2013,8,17,19.49
2013,8,18,19.62
2013,8,19,20.2
2013,8,20,21.02
2013,8,21,21.48
2013,8,22,21.08
2013,8,23,20.95
2013,8,24,20.82
2013,8,25,20.83
2013,8,26,20.56
2013,8,27,20.1
2013,8,28,19.71
2013,8,29,19.55
2013,8,30,19.6
2013,8,31,19.9
2013,9,1,19.83
2013,9,2,19.45
2013,9,3,19.08
2013,9,4,18.54
2013,9,5,18.45
2013,9,6,18.58
2013,9,7,19.08
2013,9,8,18.7
2013,9,9,17.86
2013,9,10,17.17
2013,9,11,16.8
2013,9,12,16.54
2013,9,13,16.59
2013,9,14,16.39
2013,9,15,15.89
2013,9,16,15.53
2013,9,17,15.46
2013,9,18,15.34
2013,9,19,15.23
2013,9,20,15.07
2013,9,21,14.95
2013,9,22,14.86
2013,9,23,14.66
2013,9,24,14.49
2013,9,25,14.58
2013,9,26,14.81
2013,9,27,14.69
2013,9,28,14.52
2013,9,29,14.41
2013,9,30,14.27
2013,10,1,14.3
2013,10,2,14.19
2013,10,3,14.0
2013,10,4,13.58
2013,10,5,13.03
2013,10,6,12.61
2013,10,7,12.43
2013,10,8,12.17
2013,10,9,11.69
2013,10,10,11.09
2013,10,11,10.82
2013,10,12,10.94
2013,10,13,10.87
2013,10,14,10.95
2013,10,15,10.73
2013,10,16,10.42
2013,10,17,10.18
2013,10,18,10.33
2013,10,19,10.37
2013,10,20,10.34
2013,10,21,10.26
2013,10,22,10.13
2013,10,23,9.92
2013,10,24,9.66
2013,10,25,9.42
2013,10,26,9.33
2013,10,27,9.25
2013,10,28,9.01
2013,10,29,8.78
2013,10,30,8.74
2013,10,31,8.69
2014,6,1,5.2
2014,6,2,5.71
2014,6,3,6.14
2014,6,4,7.04
2014,6,5,6.57
2014,6,6,6.37
2014,6,7,6.31
2014,6,8,6.26
2014,6,9,6.1
2014,6,10,6.01
2014,6,11,5.95
2014,6,12,6.0
2014,6,13,6.08
2014,6,14,6.14
2014,6,15,6.22
2014,6,16,6.29
2014,6,17,6.12
2014,6,18,6.1
2014,6,19,6.81
2014,6,20,6.95
2014,6,21,6.99
2014,6,22,7.12
2014,6,23,7.3
2014,6,24,7.5
2014,6,25,7.57
2014,6,26,7.63
2014,6,27,8.05
2014,6,28,8.56
2014,6,29,8.83
2014,6,30,8.9
2014,7,1,9.5
2014,7,2,11.11
2014,7,3,13.05
2014,7,4,14.42
2014,7,5,15.21
2014,7,6,15.68
2014,7,7,15.8
2014,7,8,15.46
2014,7,9,15.38
2014,7,10,15.66
2014,7,11,16.18
2014,7,12,16.74
2014,7,13,16.41
2014,7,14,16.53
2014,7,15,16.67
2014,7,16,16.96
2014,7,17,17.61
2014,7,18,17.71
2014,7,19,17.81
2014,7,20,17.89
2014,7,21,17.77
2014,7,22,16.7
2014,7,23,16.05
2014,7,24,16.1
2014,7,25,16.36
2014,7,26,16.69
2014,7,27,16.64
2014,7,28,15.63
2014,7,29,15.81
2014,7,30,16.05
2014,7,31,16.61
2014,8,1,17.21
2014,8,2,17.3
2014,8,3,17.66
2014,8,4,17.66
2014,8,5,17.46
2014,8,6,17.67
2014,8,7,18.02
2014,8,8,18.39
2014,8,9,18.67
2014,8,10,18.93
2014,8,11,19.12
2014,8,12,19.23
2014,8,13,19.24
2014,8,14,19.15
2014,8,15,19.4
2014,8,16,19.49
2014,8,17,19.24
2014,8,18,19.06
2014,8,19,18.86
2014,8,20,18.63
2014,8,21,18.47
2014,8,22,18.09
2014,8,23,17.5
2014,8,24,17.19
2014,8,25,17.19
2014,8,26,17.15
2014,8,27,17.58
2014,8,28,17.4
2014,8,29,17.23
2014,8,30,16.94
2014,8,31,16.75
2014,9,1,17.2
2014,9,2,17.48
2014,9,3,17.54
2014,9,4,17.52
2014,9,5,17.23
2014,9,6,17.11
2014,9,7,16.97
2014,9,8,17.04
2014,9,9,17.0
2014,9,10,16.7
2014,9,11,16.06
2014,9,12,15.19
2014,9,13,14.29
2014,9,14,13.83
2014,9,15,13.85
2014,9,16,13.92
2014,9,17,13.8
2014,9,18,13.54
2014,9,19,13.07
2014,9,20,12.7
2014,9,21,12.75
2014,9,22,13.03
2014,9,23,13.37
2014,9,24,13.46
2014,9,25,13.63
2014,9,26,13.82
2014,9,27,14.1
2014,9,28,14.64
2014,9,29,14.57
2014,9,30,14.15
2014,10,1,13.6
2014,10,2,12.95
2014,10,3,12.38
2014,10,4,11.8
2014,10,5,11.46
2014,10,6,11.3
2014,10,7,11.2
2014,10,8,11.11
2014,10,9,11.02
2014,10,10,10.96
2014,10,11,10.99
2014,10,12,11.04
2014,10,13,11.05
2014,10,14,11.06
2014,10,15,11.03
2014,10,16,10.99
2014,10,17,10.87
2014,10,18,10.58
2014,10,19,10.19
2014,10,20,9.89
2014,10,21,9.78
2014,10,22,9.7
2014,10,23,9.94
2014,10,24,10.17
2014,10,25,10.13
2014,10,26,9.97
2014,10,27,9.89
2014,10,28,9.77
2014,10,29,9.52
2014,10,30,9.16
2014,10,31,8.87
2015,6,1,5.61
2015,6,2,5.57
2015,6,3,5.53
2015,6,4,5.38
2015,6,5,5.08
2015,6,6,4.88
2015,6,7,4.95
2015,6,8,5.1
2015,6,9,5.34
2015,6,10,5.38
2015,6,11,5.41
2015,6,12,5.65
2015,6,13,6.04
2015,6,14,6.58
2015,6,15,6.82
2015,6,16,6.99
2015,6,17,7.19
2015,6,18,7.16
2015,6,19,7.15
2015,6,20,7.2
2015,6,21,7.51
2015,6,22,7.91
2015,6,23,7.89
2015,6,24,7.81
2015,6,25,8.16
2015,6,26,8.97
2015,6,27,10.16
2015,6,28,11.29
2015,6,29,11.65
2015,6,30,11.65
2015,7,1,11.47
2015,7,2,11.32
2015,7,3,12.11
2015,7,4,13.12
2015,7,5,13.8
2015,7,6,15.09
2015,7,7,16.05
2015,7,8,16.42
2015,7,9,16.78
2015,7,10,17.31
2015,7,11,18.49
2015,7,12,19.39
2015,7,13,19.12
2015,7,14,18.8
2015,7,15,18.84
2015,7,16,19.46
2015,7,17,19.93
2015,7,18,20.08
2015,7,19,20.14
2015,7,20,20.28
2015,7,21,20.2
2015,7,22,20.35
2015,7,23,20.44
2015,7,24,20.88
2015,7,25,21.27
2015,7,26,22.15
2015,7,27,22.53
2015,7,28,22.02
2015,7,29,20.94
2015,7,30,19.9
2015,7,31,19.09
2015,8,1,18.52
2015,8,2,18.2
2015,8,3,17.64
2015,8,4,16.91
2015,8,5,16.66
2015,8,6,16.69
2015,8,7,16.5
2015,8,8,15.99
2015,8,9,15.37
2015,8,10,14.94
2015,8,11,14.56
2015,8,12,14.93
2015,8,13,16.14
2015,8,14,17.87
2015,8,15,17.62
2015,8,16,17.09
2015,8,17,16.82
2015,8,18,16.85
2015,8,19,15.8
2015,8,20,14.21
2015,8,21,13.7
2015,8,22,15.22
2015,8,23,14.77
2015,8,24,14.15
2015,8,25,13.95
2015,8,26,13.88
2015,8,27,14.0
2015,8,28,14.25
2015,8,29,14.68
2015,8,30,15.37
2015,8,31,15.75
2015,9,1,15.77
2015,9,2,15.8
2015,9,3,16.01
2015,9,4,16.3
2015,9,5,16.54
2015,9,6,16.79
2015,9,7,16.97
2015,9,8,16.88
2015,9,9,16.61
2015,9,10,16.4
2015,9,11,16.3
2015,9,12,16.18
2015,9,13,16.04
2015,9,14,16.03
2015,9,15,16.13
2015,9,16,16.14
2015,9,17,16.11
2015,9,18,16.12
2015,9,19,16.06
2015,9,20,15.93
2015,9,21,16.06
2015,9,22,16.16
2015,9,23,15.71
2015,9,24,15.3
2015,9,25,14.76
2015,9,26,14.26
2015,9,27,14.2
2015,9,28,14.64
2015,9,29,13.55
2015,9,30,12.92
2015,10,1,12.51
2015,10,2,12.18
2015,10,3,12.02
2015,10,4,12.2
2015,10,5,12.51
2015,10,6,12.73
2015,10,7,12.66
2015,10,8,12.44
2015,10,9,12.43
2015,10,10,13.02
2015,10,11,13.77
2015,10,12,14.43
2015,10,13,13.36
2015,10,14,12.52
2015,10,15,12.37
2015,10,16,12.17
2015,10,17,11.98
2015,10,18,11.88
2015,10,19,11.76
2015,10,20,11.53
2015,10,21,11.14
2015,10,22,10.9
2015,10,23,10.87
2015,10,24,10.74
2015,10,25,10.66
2015,10,26,10.67
2015,10,27,10.68
2015,10,28,10.67
2015,10,29,10.52
2015,10,30,10.36
2015,10,31,10.33
2016,6,1,7.16
2016,6,2,6.08
2016,6,3,5.92
2016,6,4,5.83
2016,6,5,6.15
2016,6,6,6.3
2016,6,7,5.27
2016,6,8,4.97
2016,6,9,5.14
2016,6,10,5.67
2016,6,11,6.12
2016,6,12,6.61
2016,6,13,6.76
2016,6,14,7.08
2016,6,15,7.65
2016,6,16,8.25
2016,6,17,8.7
2016,6,18,9.03
2016,6,19,9.22
2016,6,20,9.29
2016,6,21,9.47
2016,6,22,9.86
2016,6,23,10.44
2016,6,24,11.26
2016,6,25,11.58
2016,6,26,11.5
2016,6,27,11.69
2016,6,28,11.51
2016,6,29,12.89
2016,6,30,14.31
2016,7,1,14.41
2016,7,2,15.03
2016,7,3,16.06
2016,7,4,16.43
2016,7,5,16.51
2016,7,6,18.06
2016,7,7,19.38
2016,7,8,18.93
2016,7,9,17.66
2016,7,10,17.16
2016,7,11,16.57
2016,7,12,16.4
2016,7,13,17.43
2016,7,14,17.35
2016,7,15,16.97
2016,7,16,16.93
2016,7,17,17.41
2016,7,18,17.12
2016,7,19,17.12
2016,7,20,16.99
2016,7,21,16.72
2016,7,22,16.75
2016,7,23,16.83
2016,7,24,17.72
2016,7,25,18.38
2016,7,26,18.61
2016,7,27,18.19
2016,7,28,17.72
2016,7,29,17.46
2016,7,30,17.85
2016,7,31,18.1
2016,8,1,18.4
2016,8,2,19.0
2016,8,3,19.55
2016,8,4,19.97
2016,8,5,20.16
2016,8,6,20.34
2016,8,7,20.84
2016,8,8,21.04
2016,8,9,21.02
2016,8,10,20.99
2016,8,11,20.72
2016,8,12,20.29
2016,8,13,20.02
2016,8,14,20.19
2016,8,15,20.54
2016,8,16,20.91
2016,8,17,21.01
2016,8,18,21.08
2016,8,19,20.95
2016,8,20,20.73
2016,8,21,20.59
2016,8,22,20.48
2016,8,23,20.42
2016,8,24,20.49
2016,8,25,20.57
2016,8,26,20.53
2016,8,27,20.34
2016,8,28,20.21
2016,8,29,20.39
2016,8,30,20.53
2016,8,31,20.29
2016,9,1,19.93
2016,9,2,19.13
2016,9,3,19.1
2016,9,4,19.2
2016,9,5,19.39
2016,9,6,19.3
2016,9,7,18.9
2016,9,8,18.53
2016,9,9,18.63
2016,9,10,18.68
2016,9,11,18.68
2016,9,12,18.67
2016,9,13,18.52
2016,9,14,18.34
2016,9,15,18.12
2016,9,16,17.99
2016,9,17,17.84
2016,9,18,17.73
2016,9,19,17.43
2016,9,20,17.14
2016,9,21,17.31
2016,9,22,17.34
2016,9,23,17.1
2016,9,24,16.65
2016,9,25,15.91
2016,9,26,14.87
2016,9,27,14.11
2016,9,28,13.61
2016,9,29,13.41
2016,9,30,13.21
2016,10,1,12.94
2016,10,2,12.83
2016,10,3,12.71
2016,10,4,12.85
2016,10,5,13.2
2016,10,6,13.13
2016,10,7,13.06
2016,10,8,12.92
2016,10,9,12.78
2016,10,10,12.73
2016,10,11,12.68
2016,10,12,12.54
2016,10,13,12.32
2016,10,14,11.99
2016,10,15,11.81
2016,10,16,11.72
2016,10,17,11.29
2016,10,18,10.87
2016,10,19,10.74
2016,10,20,10.79
2016,10,21,10.82
2016,10,22,10.85
2016,10,23,10.54
2016,10,24,10.28
2016,10,25,10.28
2016,10,26,10.3
2016,10,27,10.22
2016,10,28,10.13
2016,10,29,10.0
2016,10,30,9.85
2016,10,31,9.81
2017,6,1,5.63
2017,6,2,5.85
2017,6,3,6.05
2017,6,4,6.28
2017,6,5,6.56
2017,6,6,6.62
2017,6,7,6.5
2017,6,8,6.25
2017,6,9,6.26
2017,6,10,7.42
2017,6,11,10.06
2017,6,12,11.33
2017,6,13,11.45
2017,6,14,11.64
2017,6,15,12.06
2017,6,16,12.48
2017,6,17,13.18
2017,6,18,13.63
2017,6,19,13.75
2017,6,20,13.47
2017,6,21,13.25
2017,6,22,13.39
2017,6,23,13.58
2017,6,24,13.32
2017,6,25,13.0
2017,6,26,12.91
2017,6,27,12.86
2017,6,28,12.46
2017,6,29,12.46
2017,6,30,12.6
2017,7,1,12.63
2017,7,2,12.54
2017,7,3,12.92
2017,7,4,13.64
2017,7,5,14.25
2017,7,6,14.6
2017,7,7,14.86
2017,7,8,15.01
2017,7,9,15.02
2017,7,10,15.13
2017,7,11,15.31
2017,7,12,15.13
2017,7,13,14.77
2017,7,14,14.37
2017,7,15,14.18
2017,7,16,13.92
2017,7,17,13.38
2017,7,18,13.92
2017,7,19,14.61
2017,7,20,15.31
2017,7,21,16.29
2017,7,22,15.94
2017,7,23,16.38
2017,7,24,16.5
2017,7,25,16.44
2017,7,26,18.03
2017,7,27,18.85
2017,7,28,19.3
2017,7,29,19.92
2017,7,30,20.85
2017,7,31,21.27
2017,8,1,21.36
2017,8,2,21.04
2017,8,3,20.4
2017,8,4,19.4
2017,8,5,18.34
2017,8,6,17.84
2017,8,7,18.12
2017,8,8,18.25
2017,8,9,18.04
2017,8,10,17.56
2017,8,11,17.34
2017,8,12,17.72
2017,8,13,18.14
2017,8,14,18.12
2017,8,15,18.06
2017,8,16,18.19
2017,8,17,18.22
2017,8,18,18.19
2017,8,19,18.24
2017,8,20,18.57
2017,8,21,18.6
2017,8,22,18.51
2017,8,23,18.38
2017,8,24,18.25
2017,8,25,18.17
2017,8,26,18.23
2017,8,27,18.38
2017,8,28,18.52
2017,8,29,18.57
2017,8,30,18.54
2017,8,31,18.28
2017,9,1,18.02
2017,9,2,18.1
2017,9,3,18.28
2017,9,4,18.44
2017,9,5,18.03
2017,9,6,17.51
2017,9,7,17.1
2017,9,8,16.84
2017,9,9,16.52
2017,9,10,16.39
2017,9,11,16.8
2017,9,12,17.05
2017,9,13,17.12
2017,9,14,17.13
2017,9,15,16.6
2017,9,16,16.6
2017,9,17,16.69
2017,9,18,16.58
2017,9,19,16.61
2017,9,20,16.71
2017,9,21,17.03
2017,9,22,16.97
2017,9,23,16.7
2017,9,24,16.35
2017,9,25,16.01
2017,9,26,15.82
2017,9,27,15.72
2017,9,28,15.66
2017,9,29,15.62
2017,9,30,15.62
2017,10,1,15.63
2017,10,2,15.66
2017,10,3,15.78
2017,10,4,15.86
2017,10,5,15.75
2017,10,6,15.63
2017,10,7,15.55
2017,10,8,15.46
2017,10,9,15.37
2017,10,10,15.19
2017,10,11,15.09
2017,10,12,14.93
2017,10,13,14.6
2017,10,14,14.31
2017,10,15,14.03
2017,10,16,13.64
2017,10,17,13.44
2017,10,18,13.51
2017,10,19,13.54
2017,10,20,13.6
2017,10,21,13.54
2017,10,22,13.36
2017,10,23,13.2
2017,10,24,13.12
2017,10,25,12.98
2017,10,26,13.03
2017,10,27,13.04
2017,10,28,12.94
2017,10,29,12.67
2017,10,30,11.96
2017,10,31,10.2
2018,6,1,4.32
2018,6,2,4.17
2018,6,3,4.45
2018,6,4,5.74
2018,6,5,5.6
2018,6,6,4.59
2018,6,7,4.03
2018,6,8,3.88
2018,6,9,4.03
2018,6,10,4.16
2018,6,11,4.14
2018,6,12,4.05
2018,6,13,3.96
2018,6,14,3.9
2018,6,15,3.85
2018,6,16,3.86
2018,6,17,4.03
2018,6,18,4.25
2018,6,19,4.55
2018,6,20,4.86
2018,6,21,5.07
2018,6,22,5.09
2018,6,23,4.9
2018,6,24,4.67
2018,6,25,4.61
2018,6,26,5.62
2018,6,27,6.83
2018,6,28,6.74
2018,6,29,6.47
2018,6,30,6.36
2018,7,1,6.52
2018,7,2,6.86
2018,7,3,7.78
2018,7,4,8.39
2018,7,5,8.44
2018,7,6,8.76
2018,7,7,10.75
2018,7,8,11.87
2018,7,9,11.95
2018,7,10,11.82
2018,7,11,12.67
2018,7,12,13.36
2018,7,13,13.44
2018,7,14,15.35
2018,7,15,17.46
2018,7,16,18.38
2018,7,17,18.55
2018,7,18,17.76
2018,7,19,16.63
2018,7,20,16.97
2018,7,21,17.92
2018,7,22,18.51
2018,7,23,18.69
2018,7,24,18.65
2018,7,25,18.87
2018,7,26,19.08
2018,7,27,19.22
2018,7,28,19.47
2018,7,29,19.9
2018,7,30,20.35
2018,7,31,20.69
2018,8,1,20.72
2018,8,2,20.33
2018,8,3,19.67
2018,8,4,18.91
2018,8,5,18.17
2018,8,6,17.65
2018,8,7,17.49
2018,8,8,18.05
2018,8,9,19.02
2018,8,10,19.52
2018,8,11,19.78
2018,8,12,19.57
2018,8,13,19.44
2018,8,14,19.61
2018,8,15,18.97
2018,8,16,17.85
2018,8,17,17.5
2018,8,18,17.01
2018,8,19,17.34
2018,8,20,17.48
2018,8,21,17.39
2018,8,22,17.39
2018,8,23,17.79
2018,8,24,18.03
2018,8,25,18.33
2018,8,26,18.59
2018,8,27,18.64
2018,8,28,17.9
2018,8,29,17.19
2018,8,30,17.33
2018,8,31,17.67
2018,9,1,18.01
2018,9,2,18.29
2018,9,3,18.66
2018,9,4,18.69
2018,9,5,18.71
2018,9,6,18.77
2018,9,7,18.79
2018,9,8,18.54
2018,9,9,18.16
2018,9,10,17.95
2018,9,11,18.13
2018,9,12,18.58
2018,9,13,18.69
2018,9,14,18.66
2018,9,15,18.73
2018,9,16,18.91
2018,9,17,18.98
2018,9,18,18.56
2018,9,19,18.17
2018,9,20,17.51
2018,9,21,16.7
2018,9,22,16.3
2018,9,23,16.24
2018,9,24,16.06
2018,9,25,15.77
2018,9,26,15.42
2018,9,27,15.18
2018,9,28,14.89
2018,9,29,14.84
2018,9,30,14.81
2018,10,1,14.83
2018,10,2,14.8
2018,10,3,14.31
2018,10,4,13.72
2018,10,5,13.82
2018,10,6,13.47
2018,10,7,13.03
2018,10,8,11.78
2018,10,9,11.08
2018,10,10,10.84
2018,10,11,10.61
2018,10,12,10.57
2018,10,13,10.64
2018,10,14,10.45
2018,10,15,10.43
2018,10,16,10.43
2018,10,17,10.46
2018,10,18,10.49
2018,10,19,10.49
2018,10,20,10.09
2018,10,21,9.78
2018,10,22,9.64
2018,10,23,9.58
2018,10,24,9.45
2018,10,25,9.46
2018,10,26,9.52
2018,10,27,9.55
2018,10,28,9.56
2018,10,29,9.44
2018,10,30,9.17
2018,10,31,8.92
2019,6,1,6.0
2019,6,2,6.29
2019,6,3,6.48
2019,6,4,6.09
2019,6,5,5.77
2019,6,6,6.19
2019,6,7,7.04
2019,6,8,6.98
2019,6,9,6.63
2019,6,10,6.48
2019,6,11,6.7
2019,6,12,7.12
2019,6,13,7.3
2019,6,14,7.26
2019,6,15,7.18
2019,6,16,7.13
2019,6,17,7.15
2019,6,18,7.34
2019,6,19,7.53
2019,6,20,7.55
2019,6,21,7.25
2019,6,22,7.11
2019,6,23,7.95
2019,6,24,9.9
2019,6,25,11.17
2019,6,26,12.09
2019,6,27,12.03
2019,6,28,11.82
2019,6,29,11.86
2019,6,30,12.09
2019,7,1,12.63
2019,7,2,13.06
2019,7,3,13.47
2019,7,4,13.43
2019,7,5,13.46
2019,7,6,13.51
2019,7,7,12.78
2019,7,8,12.96
2019,7,9,14.07
2019,7,10,15.66
2019,7,11,16.55
2019,7,12,17.98
2019,7,13,19.18
2019,7,14,19.53
2019,7,15,20.01
2019,7,16,20.38
2019,7,17,19.88
2019,7,18,18.96
2019,7,19,18.8
2019,7,20,18.86
2019,7,21,18.86
2019,7,22,19.26
2019,7,23,19.72
2019,7,24,20.13
2019,7,25,20.36
2019,7,26,20.06
2019,7,27,19.93
2019,7,28,19.88
2019,7,29,19.48
2019,7,30,19.16
2019,7,31,19.18
2019,8,1,19.42
2019,8,2,19.58
2019,8,3,19.56
2019,8,4,19.63
2019,8,5,19.74
2019,8,6,19.8
2019,8,7,19.86
2019,8,8,19.85
2019,8,9,19.91
2019,8,10,20.2
2019,8,11,20.31
2019,8,12,20.31
2019,8,13,20.08
2019,8,14,19.66
2019,8,15,19.24
2019,8,16,19.17
2019,8,17,19.18
2019,8,18,19.15
2019,8,19,19.07
2019,8,20,18.98
2019,8,21,18.71
2019,8,22,18.39
2019,8,23,18.08
2019,8,24,17.9
2019,8,25,17.67
2019,8,26,17.24
2019,8,27,16.77
2019,8,28,16.52
2019,8,29,16.49
2019,8,30,16.46
2019,8,31,16.49
2019,9,1,16.28
2019,9,2,15.92
2019,9,3,15.21
2019,9,4,13.76
2019,9,5,12.94
2019,9,6,12.97
2019,9,7,13.59
2019,9,8,13.74
2019,9,9,13.55
2019,9,10,12.94
2019,9,11,12.04
2019,9,12,11.19
2019,9,13,10.58
2019,9,14,10.43
2019,9,15,11.12
2019,9,16,12.03
2019,9,17,13.98
2019,9,18,16.1
2019,9,19,15.82
2019,9,20,14.56
2019,9,21,13.34
2019,9,22,12.84
2019,9,23,12.67
2019,9,24,12.61
2019,9,25,12.52
2019,9,26,12.36
2019,9,27,12.46
2019,9,28,12.58
2019,9,29,12.51
2019,9,30,12.32
2019,10,1,12.08
2019,10,2,11.78
2019,10,3,11.47
2019,10,4,11.16
2019,10,5,10.9
2019,10,6,10.78
2019,10,7,10.88
2019,10,8,11.18
2019,10,9,11.48
2019,10,10,11.58
2019,10,11,11.38
2019,10,12,10.99
2019,10,13,10.58
2019,10,14,10.21
2019,10,15,10.01
2019,10,16,9.9
2019,10,17,9.89
2019,10,18,9.88
2019,10,19,9.82
2019,10,20,9.72
2019,10,21,9.65
2019,10,22,9.51
2019,10,23,9.33
2019,10,24,9.21
2019,10,25,9.16
2019,10,26,9.11
2019,10,27,9.01
2019,10,28,9.0
2019,10,29,8.97
2019,10,30,8.82
2019,10,31,8.71
2020,6,1,5.52
2020,6,2,5.65
2020,6,3,5.98
2020,6,4,6.45
2020,6,5,6.75
2020,6,6,6.8
2020,6,7,6.65
2020,6,8,6.62
2020,6,9,7.21
2020,6,10,7.47
2020,6,11,7.58
2020,6,12,7.67
2020,6,13,7.62
2020,6,14,7.48
2020,6,15,7.6
2020,6,16,7.95
2020,6,17,8.63
2020,6,18,9.63
2020,6,19,10.72
2020,6,20,11.66
2020,6,21,12.21
2020,6,22,13.57
2020,6,23,15.01
2020,6,24,15.35
2020,6,25,15.27
2020,6,26,15.7
2020,6,27,16.63
2020,6,28,17.77
2020,6,29,17.84
2020,6,30,17.88
2020,7,1,18.07
2020,7,2,18.18
2020,7,3,18.44
2020,7,4,18.59
2020,7,5,19.34
2020,7,6,19.71
2020,7,7,19.91
2020,7,8,19.83
2020,7,9,19.31
2020,7,10,18.93
2020,7,11,19.48
2020,7,12,19.99
2020,7,13,20.2
2020,7,14,19.95
2020,7,15,19.69
2020,7,16,19.86
