YY,MM,DD,WDIR,WSPD,ATMP,WTMP ,DISC ,Bloom
2015,7,19,6.0,6.55,22.55,19.2,785,False
2015,7,20,7.0,5.85,22.9,19.46,702,False
2015,7,21,7.0,4.82,20.8,19.74,695,False
2015,7,22,1.0,1.58,20.3,20.34,706,False
2015,7,23,5.0,2.07,19.5,20.98,567,False
2015,7,24,5.0,3.72,24.7,21.23,544,False
2015,7,25,5.0,2.24,24.8,21.38,538,False
2015,7,26,5.0,2.2,24.3,21.97,539,False
2015,7,27,1.0,1.7,24.9,22.22,532,False
2015,7,28,1.0,3.91,23.5,22.01,455,False
2015,7,29,5.0,7.06,22.4,21.44,382,False
2015,7,30,6.0,6.8,25.4,20.97,367,False
2015,7,31,6.0,6.48,22.5,20.49,349,False
2015,8,1,6.0,5.37,22.0,19.91,356,False
2015,8,2,5.0,3.73,22.4,19.36,363,False
2015,8,3,6.0,5.68,19.3,18.2,352,False
2015,8,4,7.0,3.85,17.4,16.96,290,False
2015,8,5,1.0,1.35,15.0,16.08,313,False
2015,8,6,1.0,1.95,13.9,16.13,312,False
2015,8,7,1.0,3.02,13.0,15.95,360,False
2015,8,8,1.0,1.15,13.0,15.61,498,False
2015,8,9,1.0,1.29,15.1,15.76,431,False
2015,8,10,7.0,2.5,21.7,15.83,385,False
2015,8,11,0.0,2.29,19.9,16.16,443,False
2015,8,12,5.0,3.1,18.0,16.29,462,False
2015,8,13,5.0,3.18,24.9,17.32,449,False
2015,8,14,4.0,2.82,26.4,19.04,346,False
2015,8,15,1.0,1.26,20.35,19.02,335,False
2015,8,16,5.0,4.2,23.6,19.47,310,False
2015,8,17,7.0,3.01,20.0,18.33,305,False
2015,8,18,1.0,3.55,17.1,17.09,313,False
2015,8,19,1.0,5.63,14.7,16.2,390,False
2015,8,20,7.0,4.58,14.05,15.19,511,False
2015,8,21,1.0,1.44,15.35,14.74,534,False
2015,8,22,1.0,2.71,15.25,14.7,547,False
2015,8,23,5.0,6.95,16.2,14.53,646,False
2015,8,24,6.0,6.76,14.1,14.32,814,False
2015,8,25,7.0,2.78,13.45,13.96,555,False
2015,8,26,2.0,1.49,14.35,13.78,621,False
2015,8,27,1.0,1.1,15.0,13.98,639,False
2015,8,28,5.0,2.82,14.5,14.46,626,False
2015,8,29,5.0,3.99,20.2,14.75,423,False
2015,8,30,5.0,3.74,20.7,15.02,479,False
2015,8,31,5.0,3.87,21.9,15.15,513,False
2015,9,1,5.0,1.96,23.3,15.62,501,False
2015,9,2,1.0,1.81,19.2,16.06,480,False
2015,9,3,1.0,2.6,16.1,16.33,475,False
2015,9,4,1.0,2.97,17.25,16.4,888,False
2015,9,5,1.0,1.77,17.6,16.39,1020,False
2015,9,6,5.0,2.31,20.1,16.63,1900,False
2015,9,7,7.0,3.21,21.6,16.86,5090,False
2015,9,8,6.0,2.87,19.4,16.83,5280,False
2015,9,9,6.0,4.96,18.0,16.35,4630,False
2015,9,10,7.0,3.7,17.25,15.98,4050,False
2015,9,11,7.0,3.14,12.7,15.75,3610,False
2015,9,12,7.0,1.77,13.6,15.54,3140,False
2015,9,13,5.0,5.08,15.9,15.6,2850,False
2015,9,14,5.0,3.3,18.4,15.91,2570,False
2015,9,15,1.0,2.14,17.6,16.46,2320,False
2015,9,16,5.0,5.03,24.0,16.46,2160,False
2015,9,17,5.0,3.75,21.05,16.12,1860,False
2015,9,18,7.0,2.8,16.75,15.56,1760,False
2015,9,19,7.0,4.94,15.6,15.24,1930,False
2015,9,20,5.0,4.68,16.7,14.91,1960,False
2015,9,21,5.0,3.38,17.55,14.7,1780,False
2015,9,22,5.0,3.62,20.2,14.82,1730,False
2015,9,23,1.0,3.92,13.1,14.81,1770,False
2015,9,24,1.0,5.47,12.6,14.75,4990,False
2015,9,25,1.0,3.09,13.0,14.69,8040,False
2015,9,26,1.0,3.16,12.7,14.7,6860,False
2015,9,27,1.0,1.4,12.8,14.84,5720,False
2015,9,28,6.0,1.94,18.9,14.78,4820,False
2015,9,29,0.0,2.02,12.25,14.08,4140,False
2015,9,30,5.0,1.69,11.6,13.62,3620,False
2015,10,1,1.0,3.43,11.5,13.31,3130,False
2015,10,2,1.0,5.03,11.2,13.07,2710,False
2015,10,3,1.0,5.51,10.9,12.96,2530,False
2015,10,4,1.0,3.04,10.3,12.95,2330,False
2015,10,5,5.0,1.92,10.7,12.99,2210,False
2015,10,6,5.0,3.91,14.2,12.99,1960,False
2015,10,7,1.0,1.93,10.3,12.75,1930,False
2015,10,8,1.0,2.12,10.6,12.65,1970,False
2015,10,9,7.0,3.19,10.7,12.56,1820,False
2015,10,10,5.0,5.24,10.2,12.74,1850,False
2015,10,11,5.0,4.83,17.4,12.91,1830,False
2015,10,12,5.0,6.29,14.7,12.59,1750,False
2015,10,13,7.0,5.26,8.7,12.26,1600,False
2015,10,14,5.0,4.42,9.15,12.08,1530,False
2015,10,15,6.0,6.35,11.5,11.83,1550,False
2015,10,16,7.0,4.57,5.6,11.6,1490,False
2015,10,17,6.0,2.16,5.2,11.41,1380,False
2015,10,18,1.0,1.82,6.95,11.31,1330,False
2015,10,19,5.0,3.73,12.5,11.3,1290,False
2015,10,20,1.0,6.16,10.6,11.21,1290,False
2015,10,21,1.0,6.11,9.6,11.19,1230,False
2015,10,22,5.0,3.11,8.2,11.26,1210,False
2015,10,23,1.0,3.86,8.7,11.21,1180,False
2015,10,24,7.0,2.96,9.7,11.1,1400,False
2015,10,25,6.0,2.63,8.5,11.01,1620,False
2015,10,26,1.0,2.47,8.15,11.01,1920,False
2015,10,27,1.0,4.66,9.0,10.99,1830,False
2015,10,28,1.0,4.36,8.5,10.9,1820,False
2015,10,29,7.0,4.47,5.4,10.74,2110,False
2015,10,30,5.0,3.61,6.6,10.58,2610,False
2015,10,31,5.0,3.03,8.2,10.51,2890,False
2016,6,1,1.0,3.38,6.6,9.33,1850,False
2016,6,2,6.0,4.24,13.9,9.85,1790,False
2016,6,3,1.0,1.91,9.5,10.11,1850,False
2016,6,4,1.0,2.51,7.7,10.25,1960,False
2016,6,5,7.0,2.99,13.05,10.52,2290,False
2016,6,6,7.0,5.25,14.5,10.58,2570,False
2016,6,7,0.0,2.76,13.7,9.99,2700,False
2016,6,8,1.0,1.51,11.0,10.0,2500,False
2016,6,9,1.0,1.71,10.9,10.5,2430,False
2016,6,10,1.0,2.5,9.7,10.85,2300,False
2016,6,11,7.0,4.29,22.7,11.36,2290,False
2016,6,12,1.0,3.7,13.05,11.37,2100,False
2016,6,13,1.0,2.83,9.15,11.52,2070,False
2016,6,14,1.0,4.04,9.3,11.96,2470,False
2016,6,15,1.0,3.21,9.6,12.32,3950,False
2016,6,16,1.0,1.24,10.8,12.59,5280,False
2016,6,17,1.0,1.13,14.5,13.34,5950,False
2016,6,18,1.0,1.22,18.25,14.19,5620,False
2016,6,19,1.0,2.68,17.55,14.58,5160,False
2016,6,20,6.0,6.97,22.0,13.66,4900,False
2016,6,21,6.0,6.15,19.3,13.87,5710,False
2016,6,22,1.0,2.75,14.1,14.25,5460,False
2016,6,23,1.0,1.71,15.2,15.03,5020,False
2016,6,24,5.0,2.44,21.5,15.36,4720,False
2016,6,25,1.0,2.04,16.8,15.58,4680,False
2016,6,26,5.0,5.79,20.0,15.64,4680,False
2016,6,27,7.0,4.56,18.5,15.69,4810,False
2016,6,28,2.0,1.57,16.7,15.66,4530,False
2016,6,29,5.0,3.57,20.0,15.85,3760,False
2016,6,30,5.0,1.92,18.5,16.43,3220,False
2016,7,1,0.0,2.27,15.0,17.11,2750,False
2016,7,2,5.0,2.21,19.6,17.9,2280,False
2016,7,3,1.0,1.02,19.9,18.75,2160,False
2016,7,4,5.0,2.72,20.45,19.46,1910,False
2016,7,5,5.0,3.25,23.2,19.4,1770,False
2016,7,6,7.0,2.09,21.3,19.79,1790,False
2016,7,7,1.0,2.03,17.0,20.24,1730,False
2016,7,8,1.0,3.11,16.1,19.42,1870,False
2016,7,9,1.0,1.59,16.1,18.66,2400,False
2016,7,10,1.0,3.66,16.55,18.14,3220,False
2016,7,11,1.0,2.23,16.7,17.39,3350,False
2016,7,12,5.0,5.56,20.7,16.9,4950,False
2016,7,13,5.0,6.48,22.7,16.56,7050,False
2016,7,14,6.0,4.79,18.9,16.86,6770,False
2016,7,15,1.0,1.31,16.8,17.31,6540,False
2016,7,16,1.0,1.23,15.3,17.44,6210,False
2016,7,17,1.0,4.3,19.3,17.25,5670,False
2016,7,18,7.0,3.74,22.05,17.18,5060,False
2016,7,19,1.0,1.48,19.5,17.69,4580,False
2016,7,20,1.0,1.3,18.35,18.28,3820,False
2016,7,21,6.0,3.92,21.2,19.23,3630,False
2016,7,22,6.0,3.32,25.5,19.53,3590,False
2016,7,23,1.0,2.71,21.6,19.43,3400,False
2016,7,24,6.0,3.92,18.8,19.14,3080,False
2016,7,25,6.0,4.08,23.4,19.19,2690,False
2016,7,26,5.0,3.41,25.2,19.35,2390,False
2016,7,27,1.0,3.22,20.2,19.29,2110,False
2016,7,28,1.0,2.36,18.6,19.2,1940,False
2016,7,29,1.0,1.29,17.8,19.26,1880,False
2016,7,30,1.0,1.45,18.4,19.4,1750,False
2016,7,31,1.0,1.87,19.6,19.69,1600,False
2016,8,1,1.0,2.0,20.3,19.97,1400,False
2016,8,2,1.0,1.81,20.6,20.43,1390,False
2016,8,3,1.0,1.37,23.6,21.14,1770,False
2016,8,4,5.0,3.49,23.2,21.29,2260,False
2016,8,5,6.0,5.09,20.7,20.74,2470,False
2016,8,6,7.0,3.38,20.85,20.9,2620,False
2016,8,7,0.0,1.62,21.8,21.19,2530,False
2016,8,8,1.0,1.22,21.05,21.44,2310,False
2016,8,9,5.0,3.6,22.1,21.76,2130,False
2016,8,10,1.0,3.83,20.2,21.88,2010,False
2016,8,11,1.0,3.05,18.6,21.8,1880,False
2016,8,12,1.0,2.2,18.6,21.73,2090,False
2016,8,13,7.0,2.33,17.4,21.71,1820,False
2016,8,14,7.0,2.54,21.95,21.73,1780,False
2016,8,15,5.0,1.99,22.4,21.78,1940,False
2016,8,16,1.0,1.65,22.1,21.97,2150,False
2016,8,17,5.0,2.02,23.0,22.23,2070,False
2016,8,18,5.0,2.67,24.4,22.15,1940,False
2016,8,19,7.0,2.01,23.0,21.78,1760,False
2016,8,20,7.0,2.66,20.1,21.26,1630,False
2016,8,21,7.0,3.64,17.3,21.01,1530,False
2016,8,22,5.0,3.96,18.6,20.93,1440,False
2016,8,23,5.0,3.65,23.9,20.85,1390,False
2016,8,24,5.0,3.06,23.8,20.71,1340,False
2016,8,25,6.0,5.81,20.4,20.48,1080,False
2016,8,26,7.0,4.23,18.15,20.37,961,False
2016,8,27,1.0,1.67,18.1,20.21,881,False
2016,8,28,6.0,1.58,17.05,20.05,836,False
2016,8,29,1.0,2.36,19.1,20.35,835,False
2016,8,30,0.0,2.85,21.4,20.51,1070,False
2016,8,31,0.0,1.87,20.0,20.36,1560,False
2016,9,1,1.0,2.53,18.7,20.18,1640,False
2016,9,2,1.0,1.67,17.45,20.0,1400,False
2016,9,3,5.0,2.7,18.6,19.8,1230,False
2016,9,4,4.0,2.78,19.8,19.54,1150,False
2016,9,5,5.0,3.29,22.0,19.28,1350,False
2016,9,6,5.0,1.86,22.25,19.42,1550,False
2016,9,7,1.0,2.5,19.2,19.57,2960,False
2016,9,8,6.0,4.6,18.2,19.4,4010,False
2016,9,9,5.0,2.43,19.0,19.19,4830,False
2016,9,10,7.0,3.5,18.6,18.94,4780,False
2016,9,11,5.0,4.12,17.0,18.67,4360,False
2016,9,12,5.0,3.7,20.0,18.28,3860,False
2016,9,13,7.0,3.0,15.1,17.88,3500,False
2016,9,14,7.0,2.87,12.35,17.58,3210,False
2016,9,15,1.0,1.77,14.5,17.14,2930,False
2016,9,16,1.0,1.95,17.65,16.99,2670,False
2016,9,17,6.0,3.67,18.05,16.87,2680,False
2016,9,18,1.0,1.95,16.0,16.82,3320,False
2016,9,19,6.0,4.77,18.1,16.74,3540,False
2016,9,20,5.0,3.34,17.15,16.26,3170,False
2016,9,21,1.0,2.48,16.4,15.86,2920,False
2016,9,22,1.0,2.79,15.0,15.41,2680,False
2016,9,23,1.0,4.5,14.45,15.13,2480,False
2016,9,24,1.0,4.37,14.7,15.12,2340,False
2016,9,25,1.0,3.1,15.4,15.03,2300,False
2016,9,26,6.0,7.24,12.6,14.65,2450,False
2016,9,27,6.0,4.54,11.8,14.31,2790,False
2016,9,28,0.0,2.97,12.5,14.04,2940,False
2016,9,29,1.0,1.86,13.7,14.1,3060,False
2016,9,30,1.0,3.32,12.6,14.2,2870,False
2016,10,1,1.0,2.1,12.4,14.28,2770,False
2016,10,2,1.0,0.98,13.6,14.27,2730,False
2016,10,3,1.0,2.03,13.0,14.13,2550,False
2016,10,4,1.0,2.27,13.3,13.85,2530,False
2016,10,5,5.0,4.11,16.7,13.61,2420,False
2016,10,6,5.0,3.85,13.0,13.3,2280,False
2016,10,7,7.0,6.44,7.0,13.24,2380,False
2016,10,8,6.0,4.54,6.3,13.12,2530,False
2016,10,9,7.0,1.77,9.1,12.98,2640,False
2016,10,10,5.0,3.07,11.0,12.92,2600,False
2016,10,11,5.0,3.05,16.1,12.98,2440,False
2016,10,12,7.0,3.76,7.6,12.87,2380,False
2016,10,13,6.0,3.85,5.5,12.57,2210,False
2016,10,14,5.0,3.02,9.7,12.18,2160,False
2016,10,15,5.0,5.4,17.2,11.88,2160,False
2016,10,16,1.0,2.49,11.6,11.76,1960,False
2016,10,17,1.0,4.29,9.8,11.72,1950,False
2016,10,18,5.0,2.65,11.9,11.68,2120,False
2016,10,19,6.0,4.26,8.6,11.45,2190,False
2016,10,20,7.0,2.65,7.1,11.15,2130,False
2016,10,21,1.0,1.56,6.7,10.98,2000,False
2016,10,22,4.0,1.64,9.4,10.98,1950,False
2016,10,23,1.0,3.95,9.45,10.86,1870,False
2016,10,24,7.0,2.67,6.1,10.63,1860,False
2016,10,25,1.0,3.34,7.4,10.51,1770,False
2016,10,26,2.0,3.42,7.0,10.5,1730,False
2016,10,27,5.0,2.72,6.3,10.47,1700,False
2016,10,28,4.0,2.56,7.9,10.44,1750,False
2016,10,29,7.0,3.0,11.4,10.25,1750,False
2016,10,30,7.0,2.68,6.8,10.05,1670,False
2016,10,31,4.0,2.7,6.4,9.93,1570,False
2017,6,1,5.0,2.58,17.45,6.39,5310,False
2017,6,2,1.0,2.1,13.25,6.57,4540,False
2017,6,3,1.0,1.76,9.8,7.02,4000,False
2017,6,4,1.0,4.16,11.5,7.83,3760,False
2017,6,5,1.0,1.81,9.2,8.88,3680,False
2017,6,6,1.0,1.26,13.4,10.16,3390,False
2017,6,7,1.0,1.28,13.8,11.52,3070,False
2017,6,8,1.0,1.42,16.8,13.09,2760,False
2017,6,9,1.0,1.85,13.4,14.02,2510,False
2017,6,10,1.0,4.56,15.0,14.6,2330,False
2017,6,11,6.0,2.59,17.85,15.32,2280,False
2017,6,12,2.0,2.19,17.95,15.45,2150,False
2017,6,13,1.0,4.02,14.1,14.09,1990,False
2017,6,14,1.0,4.01,10.75,12.06,2370,False
2017,6,15,1.0,3.27,9.7,12.5,3460,False
2017,6,16,6.0,4.93,22.65,13.28,3480,False
2017,6,17,1.0,2.08,18.4,13.57,2950,False
2017,6,18,7.0,3.68,17.2,13.73,2640,False
2017,6,19,7.0,4.18,16.4,13.73,2560,False
2017,6,20,7.0,2.57,17.6,13.65,2650,False
2017,6,21,1.0,1.29,15.9,14.07,2520,False
2017,6,22,5.0,2.83,15.9,14.38,2340,False
2017,6,23,6.0,5.62,18.45,14.78,2090,False
2017,6,24,7.0,5.28,15.6,14.26,2140,False
2017,6,25,7.0,4.24,14.9,13.4,1940,False
2017,6,26,7.0,3.71,14.2,13.0,2040,False
2017,6,27,5.0,4.1,17.15,13.14,2050,False
2017,6,28,1.0,3.08,12.55,13.65,2060,False
2017,6,29,7.0,2.88,16.3,13.35,2730,False
2017,6,30,7.0,1.79,17.3,12.84,3930,False
2017,7,1,6.0,2.57,16.3,13.05,3870,False
2017,7,2,7.0,3.02,20.3,12.99,3580,False
2017,7,3,1.0,1.22,17.7,12.64,3280,False
2017,7,4,1.0,1.72,15.1,13.26,2930,False
2017,7,5,5.0,3.19,17.4,14.48,2710,False
2017,7,6,5.0,4.53,25.0,15.47,3160,False
2017,7,7,7.0,2.61,19.4,15.97,3270,False
2017,7,8,6.0,3.77,20.5,16.22,3350,False
2017,7,9,5.0,2.5,18.2,16.59,3350,False
2017,7,10,1.0,1.77,18.6,16.79,3230,False
2017,7,11,1.0,1.99,20.3,17.03,3080,False
2017,7,12,1.0,6.14,13.7,16.12,2920,False
2017,7,13,1.0,3.46,12.1,15.94,2720,False
2017,7,14,4.0,1.95,14.5,15.92,2460,False
2017,7,15,5.0,3.88,22.3,15.89,2250,False
2017,7,16,1.0,3.93,16.6,15.82,1900,False
2017,7,17,1.0,2.16,15.3,16.22,1710,False
2017,7,18,5.0,2.39,20.8,17.04,1500,False
2017,7,19,7.0,1.57,21.95,17.78,1460,False
2017,7,20,6.0,2.17,21.1,18.7,1410,False
2017,7,21,1.0,2.08,21.0,19.32,1320,False
2017,7,22,1.0,1.8,17.8,18.97,1520,False
2017,7,23,1.0,1.41,15.3,18.69,1850,False
2017,7,24,1.0,1.33,16.1,18.73,2020,False
2017,7,25,1.0,1.95,17.9,19.15,1840,False
2017,7,26,6.0,2.38,22.2,20.01,1760,False
2017,7,27,0.0,1.74,22.6,20.44,1560,False
2017,7,28,,,,20.63,1350,False
2017,7,29,,,,20.96,1170,False
2017,7,30,5.0,4.06,29.45,20.9,983,False
2017,7,31,5.0,3.2,25.1,20.4,868,False
2017,8,1,5.0,3.35,25.25,19.88,907,False
2017,8,2,1.0,3.32,19.4,19.43,905,False
2017,8,3,1.0,3.55,14.5,19.38,964,False
2017,8,4,7.0,3.56,14.3,19.23,1170,False
2017,8,5,5.0,2.68,18.2,19.16,1290,False
2017,8,6,1.0,1.87,19.5,19.19,1430,False
2017,8,7,6.0,2.45,18.3,19.34,1210,False
2017,8,8,6.0,5.33,22.6,19.4,1070,False
2017,8,9,1.0,1.9,19.1,19.28,944,False
2017,8,10,1.0,2.15,17.2,19.34,952,False
2017,8,11,1.0,1.19,17.3,19.46,1190,False
2017,8,12,5.0,2.0,20.05,19.68,1190,False
2017,8,13,5.0,2.29,20.2,19.64,1100,False
2017,8,14,1.0,1.42,18.1,19.44,993,False
2017,8,15,1.0,2.0,18.7,19.26,952,False
2017,8,16,1.0,3.96,17.1,19.07,1020,False
2017,8,17,1.0,4.95,17.3,18.93,1380,False
2017,8,18,5.0,2.62,18.8,18.9,5900,False
2017,8,19,5.0,3.79,20.8,19.21,7410,False
2017,8,20,5.0,2.86,21.9,19.19,6500,False
2017,8,21,7.0,2.22,19.7,19.07,5340,False
2017,8,22,7.0,3.99,16.7,18.78,4810,False
2017,8,23,7.0,3.27,17.05,18.61,4150,False
2017,8,24,1.0,2.25,16.7,18.54,3710,False
2017,8,25,1.0,2.07,16.1,18.48,3200,False
2017,8,26,2.0,2.01,15.9,18.62,3050,False
2017,8,27,2.0,2.34,17.0,18.9,4550,False
2017,8,28,7.0,1.55,17.6,19.14,7060,False
2017,8,29,1.0,1.11,17.0,19.25,7110,False
2017,8,30,1.0,3.08,20.6,19.19,6070,False
2017,8,31,2.0,3.35,16.75,18.9,4950,False
2017,9,1,5.0,2.84,15.2,18.75,4230,False
2017,9,2,5.0,3.81,18.8,18.88,3960,False
2017,9,3,5.0,4.13,19.9,19.03,4900,False
2017,9,4,7.0,4.59,17.6,18.88,5090,False
2017,9,5,7.0,5.3,13.7,18.32,4630,False
2017,9,6,7.0,2.0,12.9,17.79,4300,False
2017,9,7,6.0,1.59,13.3,17.36,4100,False
2017,9,8,1.0,2.19,14.2,17.26,4050,False
2017,9,9,1.0,2.56,14.1,17.2,3720,False
2017,9,10,1.0,1.9,15.9,17.18,3290,False
2017,9,11,5.0,3.33,18.3,17.34,3120,False
2017,9,12,5.0,2.48,21.2,17.66,2970,False
2017,9,13,1.0,1.01,19.5,18.04,2830,False
2017,9,14,1.0,2.0,18.4,18.16,2610,False
2017,9,15,1.0,4.51,17.5,17.99,2320,False
2017,9,16,1.0,3.6,15.5,17.78,4360,False
2017,9,17,6.0,4.22,16.1,17.62,6540,False
2017,9,18,5.0,1.59,13.6,17.41,6640,False
2017,9,19,1.0,2.67,15.55,17.49,6470,False
2017,9,20,1.0,3.75,17.9,17.49,6200,False
2017,9,21,1.0,2.65,16.5,17.46,6450,False
2017,9,22,1.0,2.81,16.8,17.38,6690,False
2017,9,23,5.0,1.97,18.7,17.34,6780,False
2017,9,24,1.0,1.62,19.1,17.31,6810,False
2017,9,25,5.0,2.25,16.1,17.29,8020,False
2017,9,26,1.0,3.33,14.1,17.14,9290,False
2017,9,27,6.0,3.93,12.5,17.09,11100,False
2017,9,28,5.0,3.55,14.2,16.98,11700,False
2017,9,29,7.0,2.5,13.1,16.86,10700,False
2017,9,30,5.0,1.82,11.7,16.81,9630,False
2017,10,1,4.0,1.79,15.5,16.67,8700,False
2017,10,2,3.0,1.65,16.3,16.42,8160,False
2017,10,3,1.0,2.33,16.2,16.18,10800,False
2017,10,4,6.0,4.82,11.9,16.04,14800,False
2017,10,5,5.0,3.56,10.6,15.86,14600,False
2017,10,6,1.0,2.32,12.9,15.69,13100,False
2017,10,7,1.0,1.82,12.2,15.56,11700,False
2017,10,8,5.0,3.28,14.75,15.44,10500,False
2017,10,9,7.0,2.83,10.3,15.15,9450,False
2017,10,10,7.0,2.74,7.3,15.0,8500,False
2017,10,11,1.0,1.78,8.5,14.84,7700,False
2017,10,12,4.0,2.05,13.2,14.59,6900,False
2017,10,13,6.0,3.66,13.7,14.25,6260,False
2017,10,14,1.0,3.16,11.3,14.05,5540,False
2017,10,15,6.0,3.74,8.6,13.82,5270,False
2017,10,16,5.0,4.98,7.85,13.67,4810,False
2017,10,17,5.0,3.69,13.5,13.62,4560,False
2017,10,18,5.0,4.51,15.8,13.46,4160,False
2017,10,19,5.0,4.09,12.45,13.26,3900,False
2017,10,20,1.0,1.05,13.2,13.2,3690,False
2017,10,21,5.0,1.89,16.6,13.25,3330,False
2017,10,22,5.0,5.21,13.4,13.24,3310,False
2017,10,23,5.0,3.94,12.8,13.23,3190,False
2017,10,24,7.0,7.1,7.6,13.16,3110,False
2017,10,25,1.0,3.03,5.8,12.98,2880,False
2017,10,26,2.0,2.54,8.45,12.64,2850,False
2017,10,27,0.0,5.49,1.8,11.62,3170,False
2017,10,28,7.0,4.27,0.7,10.49,3150,False
2017,10,29,5.0,3.73,0.35,9.99,3260,False
2017,10,30,6.0,5.87,2.5,9.72,3250,False
2017,10,31,6.0,4.9,-0.5,8.92,3110,False
2018,6,1,1.0,5.61,7.6,5.23,3160,False
2018,6,2,1.0,6.55,6.1,4.87,3170,False
2018,6,3,6.0,4.23,8.6,4.55,4000,False
2018,6,4,6.0,6.0,17.0,4.09,5140,False
2018,6,5,1.0,2.25,11.5,4.03,5180,False
2018,6,6,1.0,3.29,10.9,3.73,4740,False
2018,6,7,1.0,1.9,16.5,3.62,4470,False
2018,6,8,1.0,1.86,12.0,3.85,4160,False
2018,6,9,1.0,2.8,10.3,4.43,3730,False
2018,6,10,1.0,2.99,10.15,4.94,3610,False
2018,6,11,1.0,2.21,10.8,5.11,3990,False
2018,6,12,1.0,1.05,12.7,5.12,3780,False
2018,6,13,6.0,5.22,20.55,6.07,3480,False
2018,6,14,1.0,2.04,15.6,7.72,3220,False
2018,6,15,1.0,2.57,12.7,8.39,2940,False
2018,6,16,1.0,2.27,10.2,8.35,2980,False
2018,6,17,1.0,1.59,16.7,8.27,4790,False
2018,6,18,1.0,1.65,20.1,8.48,12600,False
2018,6,19,1.0,1.4,15.4,8.68,11000,False
2018,6,20,2.0,1.13,15.95,8.91,8440,False
2018,6,21,1.0,2.59,12.8,9.01,6640,False
2018,6,22,1.0,1.19,14.0,8.86,5570,False
2018,6,23,1.0,1.74,14.5,8.79,4600,False
2018,6,24,1.0,6.12,11.25,8.87,3910,False
2018,6,25,1.0,4.12,11.9,9.01,3630,False
2018,6,26,1.0,3.32,11.4,9.02,3200,False
2018,6,27,1.0,1.72,12.9,8.94,2880,False
2018,6,28,5.0,2.18,21.0,9.29,2580,False
2018,6,29,1.0,1.73,17.1,9.95,2580,False
2018,6,30,1.0,1.37,16.3,10.47,2560,False
2018,7,1,7.0,2.2,17.7,10.74,3020,False
2018,7,2,5.0,3.53,19.2,11.54,4250,False
2018,7,3,1.0,1.51,18.5,12.13,4340,False
2018,7,4,1.0,1.8,15.2,12.82,4480,False
2018,7,5,7.0,3.87,23.0,12.73,4970,False
2018,7,6,2.0,1.73,21.8,12.93,5200,False
2018,7,7,5.0,4.36,23.8,13.49,4910,False
2018,7,8,5.0,5.56,25.5,13.82,4410,False
2018,7,9,2.0,2.1,22.65,14.34,4930,False
2018,7,10,7.0,2.13,24.3,15.21,6300,False
2018,7,11,1.0,2.5,17.7,16.17,6260,False
2018,7,12,5.0,4.22,21.55,16.79,6830,False
2018,7,13,5.0,3.39,25.5,17.03,7260,False
2018,7,14,5.0,1.95,26.9,17.16,6140,False
2018,7,15,5.0,3.48,26.8,16.98,5300,False
2018,7,16,6.0,5.25,23.1,16.94,4510,False
2018,7,17,1.0,2.02,18.8,17.56,4010,False
2018,7,18,2.0,1.59,18.2,18.4,3410,False
2018,7,19,1.0,1.97,19.95,18.89,2800,False
2018,7,20,1.0,1.47,18.3,18.9,2510,False
2018,7,21,1.0,1.54,20.25,18.88,2430,False
2018,7,22,1.0,2.46,18.9,19.03,2280,False
2018,7,23,1.0,1.78,18.75,19.15,2120,False
2018,7,24,7.0,5.39,22.8,19.34,1930,False
2018,7,25,6.0,3.32,21.35,19.31,1750,False
2018,7,26,7.0,4.09,18.3,19.27,1630,False
2018,7,27,7.0,2.65,19.1,19.4,1460,False
2018,7,28,5.0,1.75,21.4,20.08,1470,False
2018,7,29,7.0,1.8,21.5,20.53,1400,False
2018,7,30,3.0,1.72,22.8,20.57,1260,False
2018,7,31,5.0,3.05,23.1,20.42,1130,False
2018,8,1,1.0,3.17,16.2,20.43,1180,False
2018,8,2,1.0,1.5,12.7,19.35,1200,False
2018,8,3,1.0,1.87,14.5,18.05,1200,False
2018,8,4,,,,18.27,1400,False
2018,8,5,,,,18.3,1390,False
2018,8,6,7.0,2.78,21.9,17.84,1390,False
2018,8,7,1.0,1.34,17.1,18.26,1450,False
2018,8,8,5.0,2.56,17.55,18.9,1250,False
2018,8,9,7.0,2.01,24.8,19.64,1170,False
2018,8,10,0.0,1.69,25.0,20.38,1220,False
2018,8,11,5.0,2.22,24.3,20.61,1010,False
2018,8,12,1.0,1.11,20.5,20.79,977,False
2018,8,13,5.0,2.72,23.0,20.81,971,False
2018,8,14,5.0,2.42,25.2,20.72,962,False
2018,8,15,1.0,2.27,18.9,20.84,815,False
2018,8,16,1.0,1.34,17.5,20.85,814,False
2018,8,17,1.0,1.8,20.3,20.72,769,False
2018,8,18,1.0,1.87,18.6,20.27,697,False
2018,8,19,1.0,1.0,18.3,19.94,697,True
2018,8,20,1.0,1.86,20.4,19.45,710,False
2018,8,21,1.0,2.19,17.9,19.21,691,False
2018,8,22,6.0,5.75,19.85,19.16,703,False
2018,8,23,5.0,4.48,21.8,19.12,693,False
2018,8,24,1.0,1.65,18.8,18.98,702,False
